Election_District,ED_Number,Candidate_ID,Candidate_Name,Votes,Percentage,Total_Ballots_in_ED,Total_Valid_Votes_in_ED
ED: 067,67,219469,Maya D. Wiley (219469),71,39.23,209,181
ED: 067,67,219978,Kathryn A. Garcia (219978),45,24.86,209,181
ED: 067,67,217572,Eric L. Adams (217572),28,15.47,209,181
ED: 067,67,217796,Andrew Yang (217796),15,8.29,209,181
ED: 067,67,218491,Dianne Morales (218491),7,3.87,209,181
ED: 067,67,217605,Scott M. Stringer (217605),5,2.76,209,181
ED: 067,67,221141,Art Chang (221141),4,2.21,209,181
ED: 067,67,221183,Shaun Donovan (221183),3,1.66,209,181
ED: 067,67,217654,Aaron S. Foldenauer (217654),1,0.55,209,181
ED: 067,67,218127,Raymond J. McGuire (218127),1,0.55,209,181
ED: 067,67,Write-in,Candidate Write-in,1,0.55,209,181
ED: 072,72,TOTAL_VALID,TOTAL VALID VOTES,261,100.0,302,261
ED: 072,72,219469,Maya D. Wiley (219469),99,37.93,302,261
ED: 072,72,219978,Kathryn A. Garcia (219978),55,21.07,302,261
ED: 072,72,217796,Andrew Yang (217796),37,14.18,302,261
ED: 072,72,217572,Eric L. Adams (217572),22,8.43,302,261
ED: 072,72,217605,Scott M. Stringer (217605),15,5.75,302,261
ED: 072,72,221183,Shaun Donovan (221183),13,4.98,302,261
ED: 072,72,218491,Dianne Morales (218491),11,4.21,302,261
ED: 072,72,218127,Raymond J. McGuire (218127),3,1.15,302,261
ED: 072,72,217654,Aaron S. Foldenauer (217654),3,1.15,302,261
ED: 072,72,221141,Art Chang (221141),3,1.15,302,261
ED: 073,73,TOTAL_VALID,TOTAL VALID VOTES,260,100.0,299,260
ED: 073,73,219469,Maya D. Wiley (219469),109,41.92,299,260
ED: 073,73,219978,Kathryn A. Garcia (219978),58,22.31,299,260
ED: 073,73,217572,Eric L. Adams (217572),25,9.62,299,260
ED: 073,73,217796,Andrew Yang (217796),22,8.46,299,260
ED: 073,73,217605,Scott M. Stringer (217605),18,6.92,299,260
ED: 073,73,218491,Dianne Morales (218491),9,3.46,299,260
ED: 073,73,221141,Art Chang (221141),8,3.08,299,260
ED: 073,73,221183,Shaun Donovan (221183),7,2.69,299,260
ED: 073,73,218117,Paperboy Love Prince (218117),1,0.38,299,260
ED: 073,73,221458,Isaac Wright Jr. (221458),1,0.38,299,260
ED: 073,73,218922,Joycelyn Taylor (218922),1,0.38,299,260
ED: 073,73,218127,Raymond J. McGuire (218127),1,0.38,299,260
ED: 074,74,TOTAL_VALID,TOTAL VALID VOTES,198,100.0,233,198
ED: 074,74,219469,Maya D. Wiley (219469),59,29.8,233,198
ED: 074,74,219978,Kathryn A. Garcia (219978),46,23.23,233,198
ED: 074,74,217796,Andrew Yang (217796),33,16.67,233,198
ED: 074,74,217572,Eric L. Adams (217572),32,16.16,233,198
ED: 074,74,217605,Scott M. Stringer (217605),10,5.05,233,198
ED: 074,74,218491,Dianne Morales (218491),8,4.04,233,198
ED: 074,74,221183,Shaun Donovan (221183),4,2.02,233,198
ED: 074,74,217654,Aaron S. Foldenauer (217654),3,1.52,233,198
ED: 074,74,221141,Art Chang (221141),2,1.01,233,198
ED: 074,74,218127,Raymond J. McGuire (218127),1,0.51,233,198
ED: 075,75,TOTAL_VALID,TOTAL VALID VOTES,122,100.0,147,122
ED: 075,75,219469,Maya D. Wiley (219469),48,39.34,147,122
ED: 075,75,219978,Kathryn A. Garcia (219978),27,22.13,147,122
ED: 075,75,217572,Eric L. Adams (217572),12,9.84,147,122
ED: 075,75,217796,Andrew Yang (217796),12,9.84,147,122
ED: 075,75,218491,Dianne Morales (218491),7,5.74,147,122
ED: 075,75,217605,Scott M. Stringer (217605),6,4.92,147,122
ED: 075,75,221141,Art Chang (221141),3,2.46,147,122
ED: 075,75,218117,Paperboy Love Prince (218117),3,2.46,147,122
ED: 075,75,217654,Aaron S. Foldenauer (217654),2,1.64,147,122
ED: 075,75,221183,Shaun Donovan (221183),1,0.82,147,122
ED: 075,75,overvote,Candidate overvote,1,0.82,147,122
ED: 076,76,TOTAL_VALID,TOTAL VALID VOTES,232,100.0,258,232
ED: 076,76,219469,Maya D. Wiley (219469),84,36.21,258,232
ED: 076,76,219978,Kathryn A. Garcia (219978),43,18.53,258,232
ED: 076,76,217572,Eric L. Adams (217572),32,13.79,258,232
ED: 076,76,217796,Andrew Yang (217796),26,11.21,258,232
ED: 076,76,218491,Dianne Morales (218491),13,5.6,258,232
ED: 076,76,217605,Scott M. Stringer (217605),11,4.74,258,232
ED: 076,76,221183,Shaun Donovan (221183),7,3.02,258,232
ED: 076,76,221141,Art Chang (221141),6,2.59,258,232
ED: 076,76,218127,Raymond J. McGuire (218127),4,1.72,258,232
ED: 076,76,218117,Paperboy Love Prince (218117),3,1.29,258,232
ED: 076,76,217654,Aaron S. Foldenauer (217654),2,0.86,258,232
ED: 076,76,overvote,Candidate overvote,1,0.43,258,232
ED: 077,77,TOTAL_VALID,TOTAL VALID VOTES,297,100.0,335,297
ED: 077,77,219469,Maya D. Wiley (219469),136,45.79,335,297
ED: 077,77,219978,Kathryn A. Garcia (219978),68,22.9,335,297
ED: 077,77,217796,Andrew Yang (217796),25,8.42,335,297
ED: 077,77,217605,Scott M. Stringer (217605),21,7.07,335,297
ED: 077,77,217572,Eric L. Adams (217572),15,5.05,335,297
ED: 077,77,218491,Dianne Morales (218491),11,3.7,335,297
ED: 077,77,221183,Shaun Donovan (221183),9,3.03,335,297
ED: 077,77,218127,Raymond J. McGuire (218127),5,1.68,335,297
ED: 077,77,221141,Art Chang (221141),4,1.35,335,297
ED: 077,77,218117,Paperboy Love Prince (218117),3,1.01,335,297
ED: 078,78,TOTAL_VALID,TOTAL VALID VOTES,161,100.0,179,161
ED: 078,78,219469,Maya D. Wiley (219469),47,29.19,179,161
ED: 078,78,219978,Kathryn A. Garcia (219978),31,19.25,179,161
ED: 078,78,217796,Andrew Yang (217796),27,16.77,179,161
ED: 078,78,221141,Art Chang (221141),18,11.18,179,161
ED: 078,78,217572,Eric L. Adams (217572),12,7.45,179,161
ED: 078,78,221183,Shaun Donovan (221183),7,4.35,179,161
ED: 078,78,218491,Dianne Morales (218491),6,3.73,179,161
ED: 078,78,218117,Paperboy Love Prince (218117),5,3.11,179,161
ED: 078,78,217605,Scott M. Stringer (217605),4,2.48,179,161
ED: 078,78,218127,Raymond J. McGuire (218127),2,1.24,179,161
ED: 078,78,218922,Joycelyn Taylor (218922),1,0.62,179,161
ED: 078,78,217654,Aaron S. Foldenauer (217654),1,0.62,179,161
ED: 079,79,TOTAL_VALID,TOTAL VALID VOTES,149,100.0,166,149
ED: 079,79,219469,Maya D. Wiley (219469),51,34.23,166,149
ED: 079,79,219978,Kathryn A. Garcia (219978),31,20.81,166,149
ED: 079,79,217796,Andrew Yang (217796),17,11.41,166,149
ED: 079,79,217572,Eric L. Adams (217572),14,9.4,166,149
ED: 079,79,218491,Dianne Morales (218491),12,8.05,166,149
ED: 079,79,217605,Scott M. Stringer (217605),10,6.71,166,149
ED: 079,79,221183,Shaun Donovan (221183),7,4.7,166,149
ED: 079,79,218127,Raymond J. McGuire (218127),3,2.01,166,149
ED: 079,79,218117,Paperboy Love Prince (218117),2,1.34,166,149
ED: 079,79,overvote,Candidate overvote,1,0.67,166,149
ED: 079,79,218922,Joycelyn Taylor (218922),1,0.67,166,149
ED: 080,80,TOTAL_VALID,TOTAL VALID VOTES,198,100.0,227,198
ED: 080,80,219469,Maya D. Wiley (219469),61,30.81,227,198
ED: 080,80,219978,Kathryn A. Garcia (219978),39,19.7,227,198
ED: 080,80,217796,Andrew Yang (217796),30,15.15,227,198
ED: 080,80,217572,Eric L. Adams (217572),24,12.12,227,198
ED: 080,80,217605,Scott M. Stringer (217605),12,6.06,227,198
ED: 080,80,218491,Dianne Morales (218491),11,5.56,227,198
ED: 080,80,221183,Shaun Donovan (221183),10,5.05,227,198
ED: 080,80,218127,Raymond J. McGuire (218127),4,2.02,227,198
ED: 080,80,221141,Art Chang (221141),3,1.52,227,198
ED: 080,80,217654,Aaron S. Foldenauer (217654),3,1.52,227,198
ED: 080,80,218117,Paperboy Love Prince (218117),1,0.51,227,198
ED: 081,81,TOTAL_VALID,TOTAL VALID VOTES,271,100.0,308,271
ED: 081,81,219469,Maya D. Wiley (219469),93,34.32,308,271
ED: 081,81,219978,Kathryn A. Garcia (219978),79,29.15,308,271
ED: 081,81,217796,Andrew Yang (217796),26,9.59,308,271
ED: 081,81,217572,Eric L. Adams (217572),24,8.86,308,271
ED: 081,81,217605,Scott M. Stringer (217605),15,5.54,308,271
ED: 081,81,218491,Dianne Morales (218491),14,5.17,308,271
ED: 081,81,221183,Shaun Donovan (221183),9,3.32,308,271
ED: 081,81,218117,Paperboy Love Prince (218117),4,1.48,308,271
ED: 081,81,221141,Art Chang (221141),4,1.48,308,271
ED: 081,81,218127,Raymond J. McGuire (218127),2,0.74,308,271
ED: 081,81,218922,Joycelyn Taylor (218922),1,0.37,308,271
ED: 082,82,TOTAL_VALID,TOTAL VALID VOTES,182,100.0,235,182
ED: 082,82,219469,Maya D. Wiley (219469),65,35.71,235,182
ED: 082,82,219978,Kathryn A. Garcia (219978),43,23.63,235,182
ED: 082,82,217572,Eric L. Adams (217572),32,17.58,235,182
ED: 082,82,217796,Andrew Yang (217796),11,6.04,235,182
ED: 082,82,221183,Shaun Donovan (221183),10,5.49,235,182
ED: 082,82,217605,Scott M. Stringer (217605),8,4.4,235,182
ED: 082,82,218127,Raymond J. McGuire (218127),6,3.3,235,182
ED: 082,82,218117,Paperboy Love Prince (218117),2,1.1,235,182
ED: 082,82,218491,Dianne Morales (218491),2,1.1,235,182
ED: 082,82,overvote,Candidate overvote,1,0.55,235,182
ED: 082,82,Write-in,Candidate Write-in,1,0.55,235,182
ED: 082,82,221141,Art Chang (221141),1,0.55,235,182
ED: 083,83,TOTAL_VALID,TOTAL VALID VOTES,94,100.0,129,94
ED: 083,83,219469,Maya D. Wiley (219469),22,23.4,129,94
ED: 083,83,217605,Scott M. Stringer (217605),18,19.15,129,94
ED: 083,83,217572,Eric L. Adams (217572),17,18.09,129,94
ED: 083,83,219978,Kathryn A. Garcia (219978),16,17.02,129,94
ED: 083,83,217796,Andrew Yang (217796),12,12.77,129,94
ED: 083,83,221183,Shaun Donovan (221183),3,3.19,129,94
ED: 083,83,218127,Raymond J. McGuire (218127),3,3.19,129,94
ED: 083,83,Write-in,Candidate Write-in,1,1.06,129,94
ED: 083,83,217654,Aaron S. Foldenauer (217654),1,1.06,129,94
ED: 083,83,218491,Dianne Morales (218491),1,1.06,129,94
OVERALL TOTAL,999,219469,Maya D. Wiley (219469),5727,37.54,17923,15256
OVERALL TOTAL,999,219978,Kathryn A. Garcia (219978),3559,23.33,17923,15256
OVERALL TOTAL,999,217572,Eric L. Adams (217572),1680,11.01,17923,15256
OVERALL TOTAL,999,217796,Andrew Yang (217796),1639,10.74,17923,15256
OVERALL TOTAL,999,217605,Scott M. Stringer (217605),818,5.36,17923,15256
OVERALL TOTAL,999,218491,Dianne Morales (218491),606,3.97,17923,15256
OVERALL TOTAL,999,221183,Shaun Donovan (221183),442,2.9,17923,15256
OVERALL TOTAL,999,221141,Art Chang (221141),242,1.59,17923,15256
OVERALL TOTAL,999,218127,Raymond J. McGuire (218127),199,1.3,17923,15256
OVERALL TOTAL,999,217654,Aaron S. Foldenauer (217654),112,0.73,17923,15256
OVERALL TOTAL,999,218117,Paperboy Love Prince (218117),97,0.64,17923,15256
OVERALL TOTAL,999,overvote,Candidate overvote,49,0.32,17923,15256
OVERALL TOTAL,999,218922,Joycelyn Taylor (218922),37,0.24,17923,15256
OVERALL TOTAL,999,Write-in,Candidate Write-in,30,0.2,17923,15256
OVERALL TOTAL,999,221458,Isaac Wright Jr. (221458),19,0.12,17923,15256
OVERALL TOTAL,999,TOTAL_VALID,TOTAL VALID VOTES,15256,100.0,17923,15256
