,ED,Reported %,Zohran Kwame Mamdani,Scott Stringer,Selma Bartholomew,Zellnor Myrie,Adrienne Adams,Andrew Cuomo,Jessica Ramos,Whitney Tilson,Michael Blake,Brad Lander,Paperboy Price,WRITE-IN,AD,ElectDist
47,46,0.75,13,0,0,0,2,12,0,0,0,0,0,0,37,37046
48,47,0.99,96,8,0,0,3,79,1,1,1,6,1,1,37,37047
49,48,0.99,89,0,0,0,2,59,2,3,0,3,0,0,37,37048
50,49,0.5,19,1,0,0,0,25,0,0,0,3,0,0,37,37049
51,50,0.5,28,0,0,2,1,25,2,0,0,2,0,0,37,37050
52,51,0.5,24,1,0,1,0,31,2,7,0,3,0,0,37,37051
53,52,0.99,248,5,0,2,2,41,0,3,2,24,1,0,37,37052
54,53,0.99,244,1,0,2,9,40,1,3,2,15,2,0,37,37053
55,54,0.99,292,2,0,0,1,32,1,1,0,20,1,0,37,37054
56,55,0.99,240,1,0,1,7,34,0,0,1,24,1,0,37,37055
57,56,0.99,192,6,0,1,6,45,0,0,0,17,2,0,37,37056
58,57,0.99,324,2,1,1,4,32,0,0,1,31,0,0,37,37057
59,58,0.99,129,1,1,0,0,24,0,1,0,10,0,0,37,37058
60,59,0.99,217,0,1,4,3,22,0,0,0,16,1,0,37,37059
61,60,0.99,154,0,0,0,4,19,2,0,0,10,0,0,37,37060
62,61,0.99,274,1,0,0,3,23,0,0,0,6,0,0,37,37061
63,62,0.99,126,1,0,1,0,15,0,0,1,8,0,1,37,37062
64,63,0.99,311,0,0,1,7,48,0,0,0,15,0,0,37,37063
65,64,0.99,406,2,0,1,1,51,0,0,2,21,2,0,37,37064
66,65,0.99,298,1,0,0,2,39,2,3,0,20,0,0,37,37065
67,66,0.99,0,0,0,0,0,0,0,0,0,0,0,0,37,37066
68,67,0.99,0,0,0,0,0,0,0,0,0,0,0,0,37,37067
69,68,0.99,0,0,0,0,0,0,0,0,0,0,0,0,37,37068
70,69,0.99,0,0,0,0,0,0,0,0,0,0,0,0,37,37069
71,70,0.99,0,0,0,0,0,0,0,0,0,0,0,0,37,37070
72,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,37,37071
2,1,0.99,334,0,0,1,2,44,2,0,0,11,0,0,38,38001
3,2,0.99,445,0,0,1,5,44,2,0,1,16,0,0,38,38002
4,3,0.99,359,2,0,2,0,34,2,3,0,17,0,1,38,38003
5,4,0.99,400,3,0,0,3,41,0,1,0,28,2,0,38,38004
6,5,0.99,115,0,1,0,2,10,2,0,1,4,0,0,38,38005
7,6,0.99,335,2,0,0,5,44,1,0,2,27,1,0,38,38006
8,7,0.99,188,1,0,1,1,37,1,0,0,11,3,0,38,38007
9,8,0.99,0,0,0,0,0,0,0,0,0,0,0,0,38,38008
10,9,0.99,111,4,0,2,7,72,1,0,0,21,1,0,38,38009
11,10,0.99,113,4,0,1,6,69,1,3,0,11,1,0,38,38010
12,11,0.99,94,3,0,0,5,63,1,2,0,3,0,0,38,38011
13,12,0.99,143,5,0,0,2,54,2,2,1,5,0,0,38,38012
14,13,0.99,37,0,0,0,1,25,0,0,0,2,2,0,38,38013
15,14,0.99,87,1,0,0,5,79,0,1,0,13,0,0,38,38014
16,15,0.99,106,7,0,3,3,67,0,0,3,7,0,3,38,38015
17,16,0.99,16,1,0,0,0,4,0,0,0,2,1,0,38,38016
18,17,0.99,84,8,0,1,7,97,0,1,2,21,1,0,38,38017
19,18,0.99,72,1,0,0,6,41,1,0,0,6,0,0,38,38018
20,19,0.99,85,4,0,0,5,71,1,1,1,7,0,0,38,38019
21,20,0.99,123,3,0,3,8,81,0,1,1,13,0,2,38,38020
22,21,0.99,83,1,0,1,4,67,3,2,0,11,1,0,38,38021
23,22,0.99,48,2,0,0,8,22,0,3,0,2,0,0,38,38022
24,23,0.99,112,6,0,1,5,79,0,0,1,9,1,4,38,38023
25,24,0.99,81,0,0,2,6,61,2,0,0,5,0,1,38,38024
26,25,0.99,48,1,0,0,2,36,1,0,0,1,0,0,38,38025
27,26,0.99,88,3,0,0,1,64,1,0,0,8,0,0,38,38026
28,27,0.99,43,0,1,0,2,33,0,1,0,1,0,0,38,38027
29,28,0.99,90,2,1,2,3,75,0,1,0,4,1,0,38,38028
30,29,0.99,83,0,0,0,2,49,3,1,0,2,0,0,38,38029
31,30,0.99,53,3,0,0,2,43,1,0,1,5,0,0,38,38030
32,31,0.99,64,4,0,1,3,58,0,0,0,5,1,0,38,38031
33,32,0.99,112,7,0,0,1,81,0,1,0,10,0,0,38,38032
34,33,0.99,107,3,1,1,6,88,2,1,0,3,1,0,38,38033
35,34,0.99,85,2,1,0,5,82,2,0,0,1,0,0,38,38034
36,35,0.99,91,4,0,1,6,89,0,0,0,5,0,1,38,38035
37,36,0.99,165,0,0,1,3,40,0,0,1,2,0,0,38,38036
38,37,0.99,188,2,0,0,2,54,1,0,0,3,0,0,38,38037
39,38,0.99,76,1,0,0,1,36,0,1,0,1,0,0,38,38038
40,39,0.99,78,0,0,0,1,39,0,0,2,5,0,0,38,38039
41,40,0.99,49,1,0,0,3,25,0,0,0,1,0,0,38,38040
42,41,0.99,52,2,0,0,2,30,0,0,0,3,0,0,38,38041
43,42,0.99,88,1,1,0,3,14,1,1,0,7,0,0,38,38042
44,43,0.99,0,0,0,0,0,0,0,0,0,0,0,0,38,38043
45,44,0.99,124,1,0,0,1,18,0,1,1,10,1,1,38,38044
46,45,0.99,41,0,0,0,0,42,2,0,0,1,0,0,38,38045
47,46,0.99,167,1,0,1,5,73,0,2,1,15,2,0,38,38046
48,47,0.99,137,2,1,1,6,126,0,0,2,23,1,0,38,38047
49,48,0.99,88,0,0,0,1,57,2,0,0,0,0,0,38,38048
50,49,0.99,22,1,0,0,9,25,0,0,1,0,0,0,38,38049
51,50,0.99,113,0,0,0,8,70,1,0,1,4,0,0,38,38050
52,51,0.99,108,0,1,0,2,82,0,1,0,0,0,0,38,38051
53,52,0.99,32,1,1,0,0,14,0,0,0,2,0,0,38,38052
54,53,0.99,96,3,1,2,8,34,1,1,1,13,0,1,38,38053
55,54,0.99,157,1,0,0,2,23,1,1,1,13,0,0,38,38054
56,55,0.99,0,0,0,0,0,0,0,0,0,0,0,0,38,38055
2,1,0.99,289,6,0,6,10,122,14,1,1,57,0,0,39,39001
3,2,0.99,297,14,1,8,24,132,5,3,2,161,1,1,39,39002
4,3,0.99,238,11,0,2,12,104,6,3,2,49,0,2,39,39003
5,4,0.99,248,6,1,5,8,85,4,5,2,77,1,0,39,39004
6,5,0.99,236,7,0,1,16,101,5,0,1,57,0,0,39,39005
7,6,0.99,330,12,1,11,28,139,6,2,0,154,1,0,39,39006
8,7,0.99,269,6,0,4,15,104,9,2,1,72,0,1,39,39007
9,8,0.99,226,10,0,4,14,143,8,2,3,57,0,2,39,39008
10,9,0.99,213,13,0,3,22,79,5,6,1,81,0,0,39,39009
11,10,0.99,88,1,0,1,1,29,3,0,0,7,0,0,39,39010
12,11,0.99,9,0,0,0,0,1,0,0,0,0,0,0,39,39011
13,12,0.99,63,1,0,0,3,47,0,0,1,12,0,0,39,39012
14,13,0.99,54,0,1,1,2,33,0,0,0,7,0,0,39,39013
15,14,0.99,80,0,0,1,3,51,5,1,0,8,0,0,39,39014
16,15,0.99,155,0,0,0,0,93,3,0,1,10,0,0,39,39015
17,16,0.99,20,0,0,0,0,5,0,0,0,1,0,0,39,39016
18,17,0.99,68,0,0,1,3,25,2,0,0,3,0,1,39,39017
19,18,0.99,123,5,0,2,4,52,3,0,0,6,1,0,39,39018
20,19,0.99,149,1,0,3,5,95,4,0,0,5,0,0,39,39019
21,20,0.99,31,5,0,0,1,16,1,0,0,2,0,0,39,39020
22,21,0.99,78,0,0,0,1,40,2,1,0,3,0,1,39,39021
23,22,0.99,84,2,0,2,1,45,0,0,0,6,0,0,39,39022
24,23,0.99,79,1,0,0,1,69,2,0,2,4,1,0,39,39023
25,24,0.99,51,1,0,2,2,55,3,0,0,1,0,0,39,39024
26,25,0.99,46,0,0,0,1,49,1,0,0,0,0,0,39,39025
27,26,0.99,94,1,0,0,1,66,3,0,0,1,0,0,39,39026
28,27,0.99,16,0,0,1,0,19,0,0,0,2,0,0,39,39027
29,28,0.99,88,11,0,2,5,97,0,0,0,25,5,0,39,39028
30,29,0.99,62,4,1,0,1,27,1,0,0,3,0,0,39,39029
31,30,0.99,77,1,0,0,4,58,6,0,1,1,0,0,39,39030
32,31,0.99,87,0,0,0,3,50,2,0,0,0,0,0,39,39031
33,32,0.99,97,6,1,0,4,72,4,0,0,3,0,0,39,39032
34,33,0.99,62,1,1,0,2,58,4,1,0,4,0,0,39,39033
35,34,0.99,92,0,0,0,3,59,4,0,0,1,0,0,39,39034
36,35,0.99,67,3,1,2,6,77,6,0,1,0,0,0,39,39035
37,36,0.99,55,1,1,0,2,37,1,0,0,1,0,0,39,39036
38,37,0.99,54,2,0,0,5,53,3,0,0,2,0,0,39,39037
39,38,0.99,39,1,0,0,4,24,0,0,0,3,1,0,39,39038
40,39,0.99,65,0,0,0,2,37,5,3,1,4,0,0,39,39039
41,40,0.99,6,1,0,0,0,10,0,0,1,2,0,0,39,39040
42,41,0.99,85,9,1,0,11,77,4,3,0,21,0,0,39,39041
43,42,0.99,76,0,0,3,1,57,0,3,0,8,0,0,39,39042
44,43,0.99,43,1,0,1,2,37,0,1,0,4,1,0,39,39043
45,44,0.99,54,2,1,1,6,59,3,1,0,8,0,0,39,39044
46,45,0.99,64,3,0,1,5,61,1,2,1,5,1,0,39,39045
47,46,0.75,82,5,2,1,4,93,1,2,0,18,2,0,39,39046
48,47,0.99,27,3,0,0,5,79,0,2,0,12,0,0,39,39047
49,48,0.99,87,3,0,0,7,34,2,4,0,21,0,0,39,39048
50,49,0.99,79,0,0,0,0,48,2,0,0,6,0,0,39,39049
51,50,0.99,23,1,0,0,0,14,4,0,0,0,0,0,39,39050
52,51,0.75,38,6,0,0,0,59,1,1,1,7,1,0,39,39051
53,52,0.99,42,1,0,1,0,27,4,0,1,4,1,0,39,39052
2,1,0.99,81,0,1,1,5,58,0,1,1,5,1,1,40,40001
3,2,0.99,42,3,0,0,1,22,0,0,0,4,0,0,40,40002
4,3,0.8332999999999999,40,5,0,2,1,14,0,1,0,2,0,0,40,40003
5,4,0.8332999999999999,39,2,0,1,0,42,0,0,0,5,0,1,40,40004
6,5,0.8332999999999999,49,2,0,0,3,28,0,2,0,3,0,1,40,40005
7,6,0.8332999999999999,25,2,0,0,0,20,1,1,0,5,0,0,40,40006
8,7,0.99,101,5,0,0,3,60,0,0,1,9,0,0,40,40007
9,8,0.99,84,13,0,1,10,84,0,1,0,7,0,2,40,40008
10,9,0.99,102,3,0,1,7,87,0,0,0,5,1,1,40,40009
11,10,0.99,51,3,0,0,4,50,0,2,0,5,1,0,40,40010
12,11,0.99,84,2,0,0,8,51,0,0,0,4,0,0,40,40011
13,12,0.99,61,5,0,0,5,72,0,0,0,11,3,1,40,40012
14,13,0.99,60,2,0,0,0,37,0,0,0,0,0,0,40,40013
15,14,0.99,19,3,0,0,4,39,0,0,0,1,0,0,40,40014
16,15,0.99,57,8,1,2,0,29,1,3,0,7,1,0,40,40015
17,16,0.99,41,7,0,0,10,62,1,0,0,4,0,0,40,40016
18,17,0.99,37,1,0,0,2,41,1,0,0,3,1,1,40,40017
19,18,0.99,50,6,0,1,2,41,1,0,0,4,0,0,40,40018
20,19,0.99,81,8,1,0,6,53,0,0,1,5,0,1,40,40019
21,20,0.99,75,7,0,3,4,73,2,1,0,11,1,0,40,40020
22,21,0.99,49,4,1,1,5,66,2,0,1,4,0,0,40,40021
23,22,0.99,29,0,0,0,4,23,1,1,0,7,1,0,40,40022
24,23,0.99,97,10,1,1,6,76,0,1,1,11,0,2,40,40023
25,24,0.99,73,3,0,3,1,38,2,0,1,5,0,0,40,40024
26,25,0.5,32,0,0,0,4,23,1,0,1,17,0,0,40,40025
27,26,0.99,80,4,0,2,11,111,0,0,0,4,0,0,40,40026
28,27,0.99,100,6,0,4,10,152,1,5,1,30,0,0,40,40027
29,28,0.99,94,14,0,3,15,163,0,2,0,21,0,0,40,40028
30,29,0.99,82,2,0,2,10,80,1,0,0,10,0,0,40,40029
31,30,0.99,77,5,0,3,3,72,0,1,1,7,0,0,40,40030
32,31,0.99,53,5,1,0,4,53,0,0,0,5,0,0,40,40031
33,32,0.5,19,0,0,0,1,13,0,2,0,2,0,1,40,40032
34,33,0.99,39,9,1,1,3,32,0,1,0,6,0,0,40,40033
35,34,0.99,36,6,0,0,3,35,0,2,2,11,2,0,40,40034
36,35,0.5,9,1,0,0,0,15,0,0,0,1,0,0,40,40035
37,36,0.99,1,0,0,0,0,0,0,0,0,0,0,0,40,40036
38,37,0.5,28,4,0,0,4,36,1,0,0,4,0,0,40,40037
39,38,0.5,24,1,0,0,2,37,1,2,0,9,0,1,40,40038
40,39,0.5,8,0,0,0,1,12,0,0,0,4,0,0,40,40039
41,40,0.5,26,1,0,0,2,34,0,1,0,3,0,0,40,40040
42,41,0.99,54,4,0,0,2,71,1,0,0,14,1,0,40,40041
43,42,0.8332999999999999,0,0,0,0,0,2,0,1,0,0,0,0,40,40042
44,43,0.99,76,5,0,0,4,76,0,1,0,9,0,1,40,40043
45,44,0.5,19,1,0,0,2,12,0,0,0,7,2,0,40,40044
46,45,0.99,50,4,0,1,5,56,1,1,1,5,0,0,40,40045
47,46,0.99,34,2,1,0,4,52,0,0,1,7,0,0,40,40046
48,47,0.99,37,5,1,0,5,70,0,0,1,10,0,0,40,40047
49,48,0.99,0,0,0,0,0,0,0,0,0,0,0,0,40,40048
2,1,0.99,65,2,0,2,17,201,1,0,2,4,1,0,41,41001
3,2,0.99,76,2,4,8,14,142,1,0,4,2,1,0,41,41002
4,3,0.99,30,0,0,4,7,128,1,0,1,5,0,0,41,41003
5,4,0.99,132,7,0,6,24,210,1,1,2,22,0,1,41,41004
6,5,0.99,85,2,0,0,16,94,1,0,2,5,0,0,41,41005
7,6,0.99,101,0,2,7,13,115,0,0,3,2,0,0,41,41006
8,7,0.99,87,7,1,1,27,152,3,0,2,3,0,1,41,41007
9,8,0.99,67,0,1,4,26,129,3,0,2,6,0,0,41,41008
10,9,0.99,68,2,1,5,27,186,0,1,1,3,0,0,41,41009
11,10,0.99,63,2,0,1,13,135,1,0,3,3,0,0,41,41010
12,11,0.99,90,3,1,9,23,194,0,2,4,8,1,0,41,41011
13,12,0.99,42,4,0,0,10,126,0,2,1,4,0,0,41,41012
14,13,0.99,45,3,1,2,11,92,0,1,0,2,0,0,41,41013
15,14,0.99,19,3,0,0,4,353,0,0,0,3,0,0,41,41014
16,15,0.99,23,1,0,0,1,89,0,0,0,0,0,0,41,41015
17,16,0.99,35,3,0,1,7,89,0,0,1,9,0,1,41,41016
18,17,0.99,90,1,0,2,9,101,0,1,1,3,0,0,41,41017
19,18,0.99,59,1,0,2,13,139,2,0,0,1,0,1,41,41018
20,19,0.99,84,2,0,4,20,126,1,0,2,9,0,1,41,41019
21,20,0.99,27,3,0,0,1,229,0,1,0,7,0,1,41,41020
22,21,0.99,43,4,0,1,5,86,1,3,2,9,0,0,41,41021
23,22,0.99,53,4,0,3,1,74,0,0,0,7,0,0,41,41022
24,23,0.8332999999999999,28,1,0,3,3,190,0,1,1,13,0,0,41,41023
25,24,0.8332999999999999,48,4,0,2,6,131,0,1,0,10,1,0,41,41024
26,25,0.8332999999999999,56,4,0,1,1,130,0,4,1,10,0,0,41,41025
27,26,0.99,82,1,0,2,4,146,1,2,0,17,0,0,41,41026
28,27,0.99,77,8,0,1,4,127,0,4,1,13,1,0,41,41027
29,28,0.99,22,7,0,2,5,130,0,1,0,13,1,2,41,41028
30,29,0.99,17,2,0,1,0,208,0,2,0,3,0,0,41,41029
31,30,0.99,17,5,0,0,1,240,0,1,0,7,0,0,41,41030
32,31,0.99,13,1,0,5,4,103,1,0,0,6,0,0,41,41031
33,32,0.99,59,5,0,3,8,186,0,2,0,7,1,0,41,41032
34,33,0.99,44,5,0,4,6,273,0,2,3,11,0,3,41,41033
35,34,0.99,76,4,1,4,5,198,3,5,0,15,2,0,41,41034
36,35,0.99,41,2,0,0,2,242,1,3,0,9,0,0,41,41035
37,36,0.99,23,1,0,0,3,108,0,1,1,3,0,1,41,41036
38,37,0.99,36,9,0,0,2,56,0,4,0,4,0,0,41,41037
39,38,0.99,23,3,0,0,2,19,0,1,0,3,0,0,41,41038
40,39,0.99,10,7,0,1,3,48,1,1,0,2,0,0,41,41039
41,40,0.8332999999999999,34,8,0,0,0,90,0,0,0,6,0,1,41,41040
42,41,0.8332999999999999,17,4,0,1,1,190,0,5,0,5,1,1,41,41041
43,42,0.99,55,9,0,0,3,78,0,0,0,8,1,0,41,41042
44,43,0.99,52,16,0,0,2,75,1,1,0,12,0,0,41,41043
45,44,0.99,51,9,0,2,4,54,0,1,1,7,0,1,41,41044
46,45,0.99,46,9,0,0,10,90,0,4,1,12,0,0,41,41045
47,46,0.99,35,14,0,2,1,38,1,1,0,6,0,2,41,41046
48,47,0.99,63,37,0,1,4,49,2,0,1,11,2,0,41,41047
49,48,0.99,54,11,0,2,3,93,0,4,2,25,0,2,41,41048
50,49,0.99,26,14,0,4,9,100,0,0,1,1,0,0,41,41049
51,50,0.99,39,0,1,1,6,69,1,0,0,1,0,0,41,41050
52,51,0.99,23,0,0,4,6,46,0,0,0,3,0,1,41,41051
53,52,0.99,58,26,0,2,12,120,1,5,5,26,0,0,41,41052
54,53,0.99,38,3,0,1,2,29,0,0,0,3,1,0,41,41053
55,54,0.99,16,3,0,0,1,168,0,1,0,5,0,0,41,41054
56,55,0.99,42,6,0,0,3,72,0,2,0,5,0,0,41,41055
57,56,0.99,76,4,0,0,1,70,1,2,2,6,0,5,41,41056
58,57,0.99,49,0,0,1,0,47,0,1,0,5,0,0,41,41057
59,58,0.99,48,11,0,0,4,96,1,1,1,16,0,0,41,41058
60,59,0.99,13,1,0,0,2,32,0,1,0,2,0,0,41,41059
61,60,0.99,17,5,0,0,4,47,0,1,0,5,0,0,41,41060
62,61,0.99,37,9,0,1,4,72,0,3,2,14,0,1,41,41061
63,62,0.99,12,1,0,1,2,89,0,1,1,2,0,2,41,41062
64,63,0.99,44,3,0,0,4,52,0,1,0,11,2,0,41,41063
65,64,0.99,52,3,0,0,5,71,1,2,0,13,0,0,41,41064
66,65,0.99,26,3,0,1,3,44,0,0,0,3,0,0,41,41065
67,66,0.99,20,3,0,1,2,40,0,0,1,2,0,0,41,41066
68,67,0.99,25,5,0,0,0,41,1,0,2,5,0,0,41,41067
69,68,0.99,12,1,0,3,2,25,0,0,0,0,0,0,41,41068
70,69,0.99,10,3,0,0,2,32,0,1,0,1,0,0,41,41069
71,70,0.99,0,0,0,0,0,0,0,0,0,0,0,0,41,41070
72,71,0.99,0,0,0,0,0,0,0,0,0,0,0,0,41,41071
2,1,0.99,22,0,0,0,1,3,0,0,0,2,1,0,42,42001
3,2,0.99,179,4,0,9,12,91,2,2,2,47,0,0,42,42002
4,3,0.99,322,2,1,6,17,91,0,0,3,64,1,0,42,42003
5,4,0.99,295,3,0,9,21,89,0,1,2,32,0,0,42,42004
6,5,0.99,258,2,0,1,13,101,0,1,1,30,0,0,42,42005
7,6,0.99,302,0,0,9,8,114,1,3,3,56,0,0,42,42006
8,7,0.99,290,0,2,4,13,129,3,1,1,24,0,1,42,42007
9,8,0.99,118,3,0,2,3,78,1,1,1,4,0,0,42,42008
10,9,0.99,193,1,1,3,15,127,0,0,3,8,0,1,42,42009
11,10,0.99,126,2,2,8,17,200,0,0,2,11,0,1,42,42010
12,11,0.99,257,8,0,11,14,117,1,1,0,44,2,0,42,42011
13,12,0.99,211,5,0,11,8,141,2,0,3,17,0,0,42,42012
14,13,0.99,244,1,0,16,12,147,2,1,3,19,0,0,42,42013
15,14,0.99,167,3,0,3,9,121,1,0,1,26,1,0,42,42014
16,15,0.99,199,2,1,6,21,136,0,0,4,14,0,2,42,42015
17,16,0.99,154,2,0,3,21,112,0,3,2,11,1,0,42,42016
18,17,0.99,139,1,1,2,14,116,0,1,4,16,0,0,42,42017
19,18,0.99,130,1,1,1,12,95,0,0,1,13,0,1,42,42018
20,19,0.99,224,6,0,5,14,96,0,0,3,63,0,1,42,42019
21,20,0.99,179,3,1,1,14,133,1,1,2,27,0,0,42,42020
22,21,0.99,193,1,1,3,16,128,1,0,3,21,1,1,42,42021
23,22,0.99,286,10,0,3,13,94,1,0,3,59,0,1,42,42022
24,23,0.99,185,4,3,6,22,157,2,0,1,43,1,1,42,42023
25,24,0.99,177,1,0,3,17,124,0,1,2,39,0,2,42,42024
26,25,0.99,179,1,0,5,13,125,1,0,2,11,1,1,42,42025
27,26,0.99,213,6,1,8,20,103,0,2,3,112,2,0,42,42026
28,27,0.99,54,6,0,5,6,23,0,2,0,32,1,0,42,42027
29,28,0.99,268,4,1,11,17,128,2,2,2,69,1,0,42,42028
30,29,0.99,177,1,0,3,7,119,0,1,2,11,0,0,42,42029
31,30,0.99,108,2,0,2,10,88,1,0,0,15,0,0,42,42030
32,31,0.99,78,3,2,3,9,114,0,0,1,4,0,0,42,42031
33,32,0.99,106,3,0,2,17,129,2,0,1,10,0,0,42,42032
34,33,0.99,93,2,0,7,7,125,2,1,2,8,0,1,42,42033
35,34,0.99,62,2,3,0,5,87,2,0,0,6,0,0,42,42034
36,35,0.99,86,2,0,6,15,123,0,0,1,2,0,0,42,42035
37,36,0.99,138,1,1,7,15,127,0,0,3,18,0,1,42,42036
38,37,0.99,109,4,1,6,17,157,1,1,1,4,0,0,42,42037
39,38,0.99,109,2,0,7,15,150,0,0,0,11,0,0,42,42038
40,39,0.99,84,2,0,5,12,155,0,0,1,11,0,2,42,42039
41,40,0.99,61,1,1,4,13,141,0,1,2,1,0,1,42,42040
42,41,0.99,160,3,0,7,19,151,2,6,2,115,1,3,42,42041
43,42,0.99,155,5,0,6,23,77,0,1,2,43,0,0,42,42042
44,43,0.99,124,3,0,9,22,149,1,3,4,8,0,1,42,42043
45,44,0.99,71,2,0,1,6,99,0,0,0,3,0,1,42,42044
46,45,0.99,128,3,1,7,11,77,0,3,2,28,0,2,42,42045
47,46,0.99,97,3,0,7,17,91,0,0,0,6,0,0,42,42046
48,47,0.99,130,2,0,5,15,158,0,0,4,17,0,0,42,42047
49,48,0.99,203,1,1,4,4,51,0,2,3,34,0,1,42,42048
50,49,0.99,214,9,0,4,10,154,2,3,2,51,0,1,42,42049
51,50,0.99,113,4,1,5,9,155,2,0,0,17,1,1,42,42050
52,51,0.99,76,0,0,1,9,103,1,0,2,6,1,1,42,42051
53,52,0.99,34,4,0,0,1,258,2,0,0,7,0,1,42,42052
54,53,0.99,83,1,0,1,13,240,1,1,2,8,0,0,42,42053
55,54,0.99,3,1,0,0,2,450,0,2,0,5,0,0,42,42054
56,55,0.99,60,0,0,2,7,184,1,5,2,4,2,1,42,42055
57,56,0.99,69,3,1,6,7,172,2,1,2,6,0,0,42,42056
58,57,0.99,9,2,0,1,3,417,0,1,0,10,0,0,42,42057
59,58,0.99,26,6,0,4,7,393,0,4,0,6,0,0,42,42058
60,59,0.99,0,0,0,0,0,0,0,0,0,0,0,0,42,42059
2,1,0.99,405,3,0,5,8,55,0,2,1,41,1,0,43,43001
3,2,0.99,324,0,1,16,24,84,1,0,2,34,0,0,43,43002
4,3,0.99,347,4,0,14,19,64,1,0,0,38,0,2,43,43003
5,4,0.99,249,2,0,5,23,126,1,0,3,13,1,0,43,43004
6,5,0.99,254,1,0,9,15,43,0,1,1,23,0,0,43,43005
7,6,0.99,190,5,2,4,24,95,0,1,2,23,0,0,43,43006
8,7,0.99,119,3,2,7,18,127,2,1,0,4,0,2,43,43007
9,8,0.99,211,1,0,6,26,61,1,0,1,38,2,0,43,43008
10,9,0.99,86,4,3,2,13,69,1,0,1,12,0,0,43,43009
11,10,0.99,453,1,0,12,7,53,0,2,1,61,3,0,43,43010
12,11,0.99,269,3,1,17,21,57,2,1,0,66,0,2,43,43011
13,12,0.99,164,2,0,7,19,91,2,1,1,51,0,1,43,43012
14,13,0.99,154,5,1,9,11,213,2,2,0,19,0,4,43,43013
15,14,0.99,162,1,0,6,12,82,0,0,3,9,0,1,43,43014
16,15,0.99,122,0,0,7,16,151,0,0,2,9,0,0,43,43015
17,16,0.99,159,2,0,7,13,101,0,0,0,8,0,1,43,43016
18,17,0.99,126,1,1,3,16,106,0,0,0,6,1,0,43,43017
19,18,0.99,278,0,0,8,7,125,0,0,1,39,0,0,43,43018
20,19,0.99,206,7,0,16,21,177,0,1,2,30,1,1,43,43019
21,20,0.99,117,5,0,6,26,277,0,3,2,14,0,0,43,43020
22,21,0.99,36,1,0,6,15,244,0,1,0,5,0,0,43,43021
23,22,0.99,75,3,0,11,11,269,0,5,3,6,0,2,43,43022
24,23,0.99,112,0,0,8,16,149,1,2,2,10,0,1,43,43023
25,24,0.99,61,1,0,3,3,149,3,1,2,2,0,1,43,43024
26,25,0.99,51,2,0,6,9,165,1,1,0,2,1,0,43,43025
27,26,0.99,17,0,0,3,2,199,0,0,0,0,0,1,43,43026
28,27,0.99,98,2,0,5,8,251,1,1,2,9,2,1,43,43027
29,28,0.99,18,0,0,4,3,220,0,4,0,4,0,1,43,43028
30,29,0.99,173,2,1,13,12,186,1,2,1,25,0,0,43,43029
31,30,0.99,237,6,0,15,9,194,0,1,0,31,0,2,43,43030
32,31,0.8889,252,1,0,16,28,99,0,2,1,47,2,0,43,43031
33,32,0.8889,198,5,0,11,20,67,1,1,1,33,3,0,43,43032
34,33,0.99,300,1,1,20,15,103,1,0,3,47,0,0,43,43033
35,34,0.99,202,4,1,14,10,170,1,1,0,17,0,0,43,43034
36,35,0.8,121,2,0,18,8,119,1,0,2,10,0,0,43,43035
37,36,0.8889,252,1,0,13,9,82,0,0,2,45,0,0,43,43036
38,37,0.8889,369,2,0,14,21,74,0,0,1,70,0,1,43,43037
39,38,0.99,281,10,2,33,26,79,1,1,3,80,0,0,43,43038
40,39,0.99,179,2,1,22,37,113,0,0,4,98,0,0,43,43039
41,40,0.99,255,6,1,7,21,126,0,0,1,21,1,0,43,43040
42,41,0.99,236,5,1,14,11,134,0,4,2,24,0,0,43,43041
43,42,0.99,270,3,1,14,16,91,0,0,2,31,0,0,43,43042
44,43,0.99,113,2,0,8,12,219,3,4,3,18,0,1,43,43043
45,44,0.99,65,3,0,10,12,221,1,1,2,5,1,0,43,43044
46,45,0.99,56,3,1,5,9,200,1,0,2,7,1,0,43,43045
47,46,0.99,51,2,2,10,12,186,1,0,0,2,0,1,43,43046
48,47,0.99,67,11,2,4,29,165,0,0,3,4,0,1,43,43047
49,48,0.99,10,0,0,2,1,31,0,0,0,1,0,0,43,43048
50,49,0.99,39,3,0,8,16,116,0,1,1,0,0,0,43,43049
51,50,0.99,55,0,0,2,2,61,0,1,2,4,0,0,43,43050
52,51,0.99,49,0,0,7,8,117,0,1,2,0,0,0,43,43051
53,52,0.99,77,2,0,13,26,171,1,0,1,6,0,0,43,43052
54,53,0.99,318,3,0,15,9,101,1,1,1,46,2,0,43,43053
55,54,0.99,362,3,0,22,9,99,0,1,0,49,0,0,43,43054
56,55,0.99,203,1,3,13,14,85,1,0,1,42,1,1,43,43055
57,56,0.99,313,3,0,16,11,101,1,0,1,56,1,1,43,43056
58,57,0.99,353,3,0,21,17,129,0,0,3,42,1,0,43,43057
59,58,0.99,271,3,1,17,18,110,0,0,1,27,0,1,43,43058
60,59,0.99,340,0,1,15,20,104,0,0,3,28,1,1,43,43059
61,60,0.99,265,4,0,5,12,93,0,0,0,33,1,1,43,43060
62,61,0.99,212,1,0,15,19,102,0,0,5,41,0,0,43,43061
63,62,0.99,121,1,0,9,10,99,0,0,3,11,0,1,43,43062
